,Unnamed: 0,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
12917,29602,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f51431""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,0,,0,
12918,29606,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f2ce6b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
12919,29613,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25c53f74""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12920,29618,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@151db587""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12921,29620,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@151db587""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12922,29628,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f4c0e4e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12923,29634,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23811a09""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12924,29637,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58496dc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12925,29640,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d9fb2d1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12926,29644,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f4c0e4e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12927,29649,"isEmpty == ""false""","peek == ""java.lang.Object@24361cfc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12928,29659,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@238acd0b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12929,29661,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d9fb2d1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
12930,29665,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4682eba5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12931,29667,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4682eba5""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12932,29672,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61fafb74""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12933,29673,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2125ad3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12934,29678,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@238acd0b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12935,29683,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a5b769b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12936,29696,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58496dc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
12937,29699,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@540a903b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12938,29701,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a7d1b47""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
12939,29709,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a7d1b47""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12940,29723,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@34e20e6b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12941,29731,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6eb82908""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12942,29739,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15ac59c2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12943,29742,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a7d1b47""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12944,29744,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a7d1b47""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12945,29749,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74075134""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12946,29754,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e4d2287""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12947,29755,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f4b840d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12948,29765,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@b10a26d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12949,29768,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31464a43""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12950,29769,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@8d7b252""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12951,29772,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68c87fc3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
12952,29785,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7f8633ae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12953,29788,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33f98231""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12954,29797,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@557286ad""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12955,29809,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@8d7b252""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12956,29816,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f4b840d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12957,29819,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@48284d0e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12958,29822,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bc0f53b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12959,29824,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bc0f53b""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12960,29828,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68c87fc3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12961,29836,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@252f626c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12962,29839,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d2a1da3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12963,29841,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d2a1da3""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12964,29851,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60737b23""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12965,29853,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7cf283e1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
12966,29860,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20e6c4dc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12967,29863,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d000e80""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12968,29865,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d000e80""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12969,29873,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c65860d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12970,29883,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@327c7bea""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12971,29892,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@348d18a3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12972,29899,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6fd77352""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12973,29902,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5109e8cf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12974,29912,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@460510aa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12975,29920,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3910fe11""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12976,29922,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3910fe11""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12977,29930,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78b41097""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12978,29931,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@460510aa""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12979,29932,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c2db130""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
12980,29937,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@351e414e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12981,29939,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6fd77352""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
12982,29942,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c2db130""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12983,29947,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5109e8cf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
12984,29948,"isEmpty == ""false""","peek == ""java.lang.Object@3f672204""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12985,29952,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c904f1e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12986,29960,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57a48985""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12987,29962,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57a48985""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12988,29966,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6972c30a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
12989,29969,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ab6718""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
12990,29989,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6df3e44c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12991,29991,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6df3e44c""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12992,29996,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@d56aaa6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12993,30007,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ce7e83c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12994,30009,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ce7e83c""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12995,30014,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4a05d8ae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12996,30021,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@acf859d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12997,30023,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@acf859d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
12998,30025,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4eb30d44""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
12999,30038,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c4f4365""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13000,30041,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ba354ca""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13001,30044,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@67440de6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13002,30046,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5246a3b3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13003,30048,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5246a3b3""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
13004,30055,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@889d9e8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13005,30064,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5cbd159f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13006,30067,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b05a99b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13007,30071,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d0cc890""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13008,30073,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@67b7c170""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
13009,30077,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49293b43""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13010,30086,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c43eb8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13011,30098,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ff60a8c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13012,30106,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b05a99b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13013,30116,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ce4de34""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13014,30119,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9fec931""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13015,30124,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@507d20bb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13016,30128,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@507d20bb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13017,30132,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9fec931""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13018,30135,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4393593c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13019,30152,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@314c8b4a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13020,30156,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f6d27cc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13021,30158,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@314c8b4a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
13022,30162,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bb9ab64""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13023,30167,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45d6ef73""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
13024,30173,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@76c52298""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13025,30177,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@314c8b4a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13026,30191,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f29e26""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13027,30195,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a52ca2e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13028,30200,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ad8df52""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13029,30203,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26d820eb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13030,30212,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69da0b12""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13031,30222,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@59496961""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13032,30226,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@787f32b7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13033,30229,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@408b87aa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13034,30234,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79b08632""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13035,30235,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@787f32b7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13036,30239,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73ad4ecc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13037,30241,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2764c546""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13038,30244,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6aef4eb8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13039,30260,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d774249""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
13040,30263,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@50194e8d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
13041,30267,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26a4551a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
